Participant_Name_PrimaryOrganization,Participant_Name_SubordinateOrganization,Participant_ID,Org_Level,Type,Sub_Type,City,ZIP_Code,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notifications_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased
"GenesisCare USA of California, A Medical Corporation",none identified,DXF000250,Primary,Ambulatory Care Settings,Physician practice,Fort Myers,33907,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
George Cyrus Allen Jr PHD mD,none identified,DXF001749,Primary,Ambulatory Care Settings,Physician practice,Los Angeles,90024,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
George Keith Llewellyn MD Inc,none identified,DXF000265,Primary,Ambulatory Care Settings,not selected,Santa Barbara,93101,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"GEORGE M. JAYATILAKA, M.D. INC.",none identified,DXF004529,Primary,Ambulatory Care Settings,Physician practice,Long Beach,90813-3410,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
GEORGE N CHIDI MD PA,none identified,DXF000803,Primary,Counties,Department of public health,Corona,92879,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
George Yu,none identified,DXF000222,Primary,Ambulatory Care Settings,not selected,Camarillo,93010,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Get Aging,none identified,DXF003838,Primary,Ambulatory Care Settings,Physician practice,Covina,91723,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ghods Inc,none identified,DXF003679,Primary,Ambulatory Care Settings,Physician practice,Los Angeles,90019,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gil Family Medicine,none identified,DXF001475,Primary,Ambulatory Care Settings,Medical group,National City,91950,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Gill & Bisla Internal Med Associates,none identified,DXF004226,Primary,Ambulatory Care Settings,Physician practice,Roseville,95661,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Gilroy Endoscopy Center, LLC",none identified,DXF003335,Primary,Ambulatory Care Settings,Other ambulatory care settings,GILROY,95020,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gladstone Subacute Care and Rehabilitation Center,none identified,DXF003645,Primary,Subacute Care Facility,Skilled nursing facility,Glendora,91740,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Glenbrook Health Center,none identified,DXF003739,Primary,Subacute Care Facility,Skilled nursing facility,Carlsbad,92009,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Glendale Pediatrics,none identified,DXF004216,Primary,Ambulatory Care Settings,Physician practice,Glendale,91206,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Glenn County Behavioral Health,none identified,DXF003504,Primary,Counties,Behavioral health provider,Willows,95988,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Glenn County Health and Human Services Agency,none identified,DXF002247,Primary,Counties,Behavioral health provider,Willows,95988,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Global Cancer Research Institute Inc,none identified,DXF003622,Primary,Ambulatory Care Settings,Physician practice,Saratoga,95070,Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA
Global Care Medical Group IPA,none identified,DXF003395,Primary,Intermediaries,Other intermediary,Inglewood,90303,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Global Transitional Care,none identified,DXF001241,Primary,Ancillary Care,Other ancillary care provider,Irvine,92617,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gloria Wu MD a Professional Medical Corporation,none identified,DXF003304,Primary,Acute Care Settings,Other acute care setting,San Jose,95124,Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA
Gold Coast Health Plan,none identified,DXF000290,Primary,not selected,not selected,Camarillo,93010,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
GOLDEN CARE PEDIATRICS,none identified,DXF002168,Primary,Ambulatory Care Settings,Physician practice,Orange,92867,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Golden Gate Urology, Inc.",none identified,DXF004572,Primary,Ambulatory Care Settings,Medical group,San Francisco,94103,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,none identified,DXF002838,Primary,not selected,not selected,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,SANTA ANITA CONVALESCENT HOSPITAL,DXF002890,Sub,Subacute Care Facility,Skilled nursing facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,1100 SOUTH ALVARADO STREET LLC,DXF002891,Sub,Subacute Care Facility,Skilled nursing facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,"RG LEGACY I, LLC",DXF002892,Sub,Subacute Care Facility,Skilled nursing facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,TWO PALMS SKILLED CARE LLC,DXF002893,Sub,Subacute Care Facility,Skilled nursing facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,SYLMAR HEALTH & REHABILITATION CENTER IN,DXF002894,Sub,Subacute Care Facility,Other long term care facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,SAN FERNANDO SUBACUTE RE HABILITATION CENTER,DXF002895,Sub,Subacute Care Facility,Other long term care facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State,GOLDEN HAVEN CARE CENTER LLC,DXF002896,Sub,Subacute Care Facility,Other long term care facility,Sherman Oaks,91423,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Adult Day Health Care Inc,none identified,DXF005503,Primary,Community-Based Organizations,not selected,San Francisco,94121,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Ortho and Spine,none identified,DXF003629,Primary,Ambulatory Care Settings,Physician practice,Walnut Creek,94598,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,none identified,DXF003377,Primary,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Victorville Pediatrics Inc,DXF003378,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Victor Valley Family Clinic,DXF003379,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Fontana Pediatrics,DXF003380,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Fontana Family Clinic,DXF003381,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Golden State Pediatrics Upland,DXF003382,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Redlands Pediatrics,DXF003383,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Apple Valley Pediatrics,DXF003384,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Hemet Family Clinic,DXF003385,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden State Pediatrics,Hemet Pediatrics,DXF003386,Sub,Ambulatory Care Settings,Other ambulatory care settings,FONTANA,92336-1263,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Golden Valley Health Centers,none identified,DXF005597,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Merced,95341,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Good Samaritan Hospital LP,none identified,DXF003323,Primary,Acute Care Settings,General acute care hospital,Bakersfield,93308,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Good Samaritan Hospital LP,Good Samaritan Health Care Center,DXF003363,Sub,Ambulatory Care Settings,Rural health center (RHC),Wasco,93280,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Good Samaritan Medical Practice Association, Inc. a Medical Group",none identified,DXF000701,Primary,Ambulatory Care Settings,Medical group,Orange,92868,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
"Gopi Ayer, M.D.",none identified,DXF004483,Primary,Ambulatory Care Settings,Physician practice,Los Gatos,95032,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Goradia Medical Corporation,none identified,DXF001784,Primary,Ambulatory Care Settings,Physician practice,San Francisco,94104,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gospel Center Rescue Mission,none identified,DXF003570,Primary,Community-Based Organizations,Other community-based service provider,Stockton,95203,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
GR8 Care Inc dba Coast Care Convalescent Center,none identified,DXF005585,Primary,Subacute Care Facility,Skilled nursing facility,Baldwin Park,91706,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Grace Home Inc,none identified,DXF003924,Primary,Subacute Care Facility,Other long term care facility,Livingston,95334,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Grace S Hwang MD Inc,none identified,DXF003658,Primary,Ambulatory Care Settings,Physician practice,Orange,92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"GRAIL, LLC",none identified,DXF001709,Primary,Ancillary Care,Clinical laboratory,Menlo PArk,94025,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Grant Cuesta Sub Acute & Rehab Center,none identified,DXF004937,Primary,Subacute Care Facility,Skilled nursing facility,Mountain View,94040,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Grass Valley Eye Care Optometric, Inc.",none identified,DXF000792,Primary,Community-Based Organizations,Other community-based service provider,Grass Valley,95945,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Great Wireless, llc dba US Connect",none identified,DXF003244,Primary,Community-Based Organizations,Other community-based service provider,Fort Worth,76177,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greater El Monte Community Hospital,none identified,DXF005410,Primary,Acute Care Settings,not selected,South El Monte,91733,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greater Fresno Health Organizaiton,none identified,DXF002771,Primary,Community-Based Organizations,Other community-based service provider,Fresno,93727,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Green Tree Home Care,none identified,DXF004277,Primary,Community-Based Organizations,Other community-based service provider,Santee,92071,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greenfield Care Center of Fairfield,none identified,DXF004658,Primary,Subacute Care Facility,Skilled nursing facility,Fairfield,94533,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greenfield Care Center of Fillmore,none identified,DXF005335,Primary,Subacute Care Facility,Skilled nursing facility,Fillmore,93015,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greenfield Care Center of Fullerton,none identified,DXF005340,Primary,Subacute Care Facility,Skilled nursing facility,Fullerton,92835-3403,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greenfield Care of Southgate,none identified,DXF005334,Primary,Subacute Care Facility,Skilled nursing facility,South Gate,90280,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Greenhills Manor,none identified,DXF005142,Primary,Subacute Care Facility,Skilled nursing facility,Campbell,95008,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gregg K Satow MD,none identified,DXF002712,Primary,Ambulatory Care Settings,Physician practice,Monterey,93940,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gregory B Smith MD,none identified,DXF004941,Primary,Ambulatory Care Settings,Physician practice,Napa,94559,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gridley Post Acute,none identified,DXF003598,Primary,Subacute Care Facility,Skilled nursing facility,Gridley,95948,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Growing Healthy Together, Inc",none identified,DXF003972,Primary,Ambulatory Care Settings,Medical group,Long Beach,90804,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
GUARDIAN ANGEL FAMILY COUNSELING PC,none identified,DXF003779,Primary,Ambulatory Care Settings,Mental health clinic,MISSION VIEJO,92692,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Guardian Rehabilitation Hospital,none identified,DXF002985,Primary,Subacute Care Facility,Skilled nursing facility,Los Angeles,90036,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Guidant Health Plan,none identified,DXF004012,Primary,Plans,Health care service plans and disability insurer,Murrieta,92563,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Gunn Behavioral Care of CA,none identified,DXF003017,Primary,Ancillary Care,Other ancillary care provider,Rancho Cucamonga,91730,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Gynecologic Oncology Specialists,P.C.",none identified,DXF000988,Primary,Ambulatory Care Settings,Physician practice,ventura,93003,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Habitat for Humanity Yuba/Sutter, Inc.",none identified,DXF003637,Primary,Community-Based Organizations,Other community-based service provider,Marysville,95901,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Habitat for Humanity Yuba/Sutter, Inc.",Hands of Hope,DXF003639,Sub,Community-Based Organizations,Continuum of Care organization (CoC),Marysville,95901,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Hacienda C.H., Inc.",none identified,DXF004944,Primary,Subacute Care Facility,Skilled nursing facility,Long Beach,90803,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Haider Spine Center Medical Group,none identified,DXF000278,Primary,Ambulatory Care Settings,not selected,Riverside,92507,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Hakima Schulz, MD",none identified,DXF004449,Primary,Ambulatory Care Settings,Independent practice associations,SCOTTS VALLEY,95067,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Hamsa Ramkumar, M.D., Inc.",none identified,DXF003330,Primary,Ambulatory Care Settings,Physician practice,La habra,90631,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Hanaa Hanna, MD., Inc.",none identified,DXF004543,Primary,Ambulatory Care Settings,Physician practice,San Pedro,90731,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
hanlon fong md,none identified,DXF004639,Primary,Ambulatory Care Settings,Physician practice,San Francisco,94109,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Haramandeep Singh MD INc,none identified,DXF000551,Primary,Ambulatory Care Settings,Physician practice,San Ramon,94583,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Harbor Care Foundation,none identified,DXF003566,Primary,Community-Based Organizations,Other community-based service provider,Mission Hills,91345,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Harbor Community Health Center,none identified,DXF001459,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),San Pedro,90731,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Harbor Post Acute Care Center,none identified,DXF003229,Primary,Acute Care Settings,Other acute care setting,Torrance,90502,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
harbor psychiatry & Mental Health,none identified,DXF004326,Primary,Ancillary Care,Other ancillary care provider,Newport Beach,92660,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Harmeet Sachdev MD.Inc.,none identified,DXF004382,Primary,Ambulatory Care Settings,Physician practice,San Jose,95124,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Hassan Kafri MD INC,none identified,DXF001304,Primary,Ambulatory Care Settings,Physician practice,La Jolla,92037,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Haven Pediatrics & Adolescent Care,none identified,DXF001198,Primary,not selected,not selected,Rancho Cucamonga,91730,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Hayne Kelada, MD",none identified,DXF004480,Primary,Ambulatory Care Settings,Physician practice,Cameron Park,95682,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Hayward Sisters Hospital dba St. Rose Hospital,none identified,DXF000969,Primary,Acute Care Settings,General acute care hospital,Hayward,94545,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Hazel Hazel Hawkins Memorial Hospital,none identified,DXF005524,Primary,Acute Care Settings,General acute care hospital,Hollister,95023,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Healing Grove Health Center,none identified,DXF001825,Primary,Ambulatory Care Settings,Physician practice,San Jose,95110,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Health 4 Kidz Pediatrics,none identified,DXF004665,Primary,Ambulatory Care Settings,Physician practice,Irvine,92618,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
health access for all inc,none identified,DXF002308,Primary,Community-Based Organizations,Other community-based service provider,"Los Angeles, CA",90057,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Health Gorilla,none identified,DXF001977,Primary,Intermediaries,Health Information Exchange Intermediary Organization (HIO),Mountain View,94040,No,SELF,SELF,SELF,https://www.healthgorilla.com/home/company/qhio,support@healthgorilla.com,(844) 446-7455,NA,NA
Health Net,none identified,DXF000067,Primary,Plans,not selected,Saint Louis,63105,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Health Net,California Health & Wellness,DXF000341,Sub,Plans,not selected,Saint Louis,63105,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Health Net,Wellcare of California Inc,DXF000342,Sub,Plans,not selected,Saint Louis,63105,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Health Plan of San Joaquin,none identified,DXF000040,Primary,Plans,not selected,French Camp,95231,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Health Plan of San Mateo,none identified,DXF000025,Primary,Plans,not selected,SOUTH SAN FRANCISCO,94080,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Health Projects Center,none identified,DXF004303,Primary,Community-Based Organizations,Other community-based service provider,Santa Cruz,95062,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Health Service Alliance,none identified,DXF000889,Primary,Ambulatory Care Settings,Health center program look-alikes,Chino,91710,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Healthbridge Children's Hospital,none identified,DXF003900,Primary,Acute Care Settings,General acute care hospital,Orange,92866,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
